RX,RY,RZ,TX,TY,TZ
1.13227,-1.52225,-1.4835,-539.789,-1786.38,1571
1.12884,-1.51857,-1.48032,-533.661,-1787.13,1574.41
1.13275,-1.5162,-1.46936,-527.309,-1788,1577.79
1.13026,-1.50867,-1.46717,-520.677,-1788.09,1581.42
1.1277,-1.50044,-1.46777,-513.786,-1788.95,1585.12
1.12731,-1.49194,-1.46729,-506.659,-1789.55,1588.99
1.1271,-1.48433,-1.46889,-499.264,-1790.07,1592.93
1.12745,-1.47771,-1.47109,-491.563,-1790.57,1596.91
1.1224,-1.46756,-1.48104,-483.67,-1790.97,1600.81
1.12066,-1.46164,-1.48303,-475.613,-1791.12,1604.57
1.11851,-1.45408,-1.48516,-467.283,-1791.19,1608.26
1.11952,-1.44617,-1.48172,-458.775,-1791.12,1611.84
1.11529,-1.43515,-1.48255,-450.167,-1790.9,1615.27
1.11013,-1.42466,-1.48176,-441.431,-1790.45,1618.51
1.10353,-1.41117,-1.48687,-432.496,-1789.97,1621.7
1.10648,-1.40733,-1.46874,-423.594,-1789.17,1624.37
1.1001,-1.3934,-1.47144,-414.582,-1788.41,1627.37
1.09806,-1.38031,-1.4647,-405.588,-1787.57,1630.11
1.09458,-1.36721,-1.46019,-396.599,-1786.65,1632.77
1.10603,-1.36779,-1.43056,-387.686,-1785.03,1635.08
1.10446,-1.35692,-1.42441,-378.658,-1783.99,1637.59
1.10327,-1.34594,-1.42007,-369.612,-1782.85,1640.01
1.10138,-1.33411,-1.41669,-360.626,-1781.68,1642.41
1.0889,-1.31946,-1.42901,-351.495,-1780.84,1644.9
1.09627,-1.31509,-1.41554,-342.583,-1779.12,1646.93
1.09624,-1.30732,-1.40999,-333.669,-1777.55,1649.02
1.08969,-1.29206,-1.4188,-324.899,-1775.63,1650.89
1.08947,-1.27984,-1.41414,-316.077,-1774.09,1652.84
1.09372,-1.26722,-1.40671,-307.399,-1772.45,1654.69
1.09501,-1.25831,-1.40019,-298.726,-1770.78,1656.5
1.09615,-1.24822,-1.39354,-290.268,-1769.13,1658.26
1.09842,-1.23956,-1.39024,-281.803,-1767.62,1660.12
1.10343,-1.23171,-1.38419,-273.413,-1766.02,1662.06
1.1084,-1.22112,-1.38457,-265.032,-1764.65,1664.08
1.11084,-1.21201,-1.38308,-256.85,-1763.27,1666.02
1.11012,-1.20041,-1.38557,-248.724,-1761.95,1667.9
1.1112,-1.19044,-1.38403,-240.555,-1760.62,1669.63
1.10605,-1.17956,-1.39538,-232.503,-1759.74,1671.27
1.10691,-1.17174,-1.39278,-224.5,-1758.44,1672.73
1.11124,-1.167,-1.39193,-216.589,-1757.19,1674.02
1.10498,-1.15843,-1.39518,-208.956,-1756.09,1675.47
1.10404,-1.15135,-1.39501,-201.259,-1754.96,1676.8
1.11229,-1.14869,-1.38531,-193.732,-1753.57,1678.06
1.1032,-1.13577,-1.39435,-186.406,-1752.97,1679.58
1.10056,-1.12809,-1.39659,-179.198,-1752.12,1681.08
1.10275,-1.12144,-1.39023,-172.101,-1751.19,1682.61
1.09834,-1.11016,-1.40121,-165.076,-1750.87,1684.42
1.10225,-1.10319,-1.39433,-158.302,-1750.2,1686.07
1.09862,-1.0944,-1.39344,-151.726,-1749.61,1687.78
1.08867,-1.08469,-1.39711,-145.051,-1749.24,1689.36
1.09458,-1.07549,-1.39057,-138.721,-1748.7,1691.08
1.08734,-1.0611,-1.39822,-132.306,-1748.62,1692.79
1.08768,-1.05282,-1.38869,-126.265,-1747.94,1694.22
1.09016,-1.04492,-1.38518,-120.109,-1747.52,1695.7
1.08311,-1.03379,-1.38757,-114.207,-1747.25,1697.13
1.07206,-1.02456,-1.38846,-108.371,-1746.77,1698.32
1.08062,-1.02076,-1.37935,-102.721,-1746.25,1699.6
1.0718,-1.01361,-1.37932,-97.2926,-1745.89,1700.69
1.07002,-1.00983,-1.38007,-91.7032,-1745.64,1701.8
1.05537,-1.00332,-1.38302,-86.4622,-1745.31,1702.63
1.0587,-1.00074,-1.37681,-81.3941,-1744.96,1703.55
1.05434,-0.998401,-1.37902,-76.3444,-1744.68,1704.34
1.05046,-0.994042,-1.37765,-71.4663,-1744.54,1705.06
1.04869,-0.990064,-1.37694,-66.7013,-1744.35,1705.68
1.04711,-0.985271,-1.37731,-62.0468,-1744.28,1706.29
1.04146,-0.977534,-1.37722,-57.7025,-1744.25,1706.77
1.04066,-0.973093,-1.37669,-53.3281,-1744.3,1707.23
1.03862,-0.967474,-1.37926,-49.0513,-1744.43,1707.77
1.03333,-0.95949,-1.38035,-45.1106,-1744.67,1708.3
1.0241,-0.957092,-1.38479,-41.0691,-1744.93,1708.65
1.03563,-0.956752,-1.37606,-37.2965,-1745.19,1709.17
1.02916,-0.951949,-1.3765,-33.639,-1745.66,1709.66
1.02807,-0.949068,-1.37506,-30.0724,-1746.14,1710.04
1.02749,-0.946854,-1.37589,-26.6768,-1746.69,1710.4
1.02712,-0.944673,-1.3775,-23.2025,-1747.32,1710.79
1.02356,-0.940375,-1.37356,-20.0123,-1747.85,1711.18
1.01348,-0.938682,-1.38017,-16.7867,-1748.58,1711.41
1.01282,-0.936868,-1.37919,-13.7298,-1749.27,1711.73
1.01459,-0.936561,-1.37638,-10.6578,-1749.95,1712
1.01297,-0.935464,-1.37534,-7.73104,-1750.7,1712.25
1.01906,-0.934271,-1.36949,-5.0161,-1751.47,1712.59
1.01875,-0.933961,-1.36782,-2.20279,-1752.35,1712.81
1.00726,-0.931025,-1.37298,0.665513,-1753.38,1712.91
1.00884,-0.930302,-1.37068,3.37557,-1754.4,1713.15
0.997512,-0.92264,-1.37985,6.11254,-1755.79,1713.56
1.00061,-0.922698,-1.37599,8.53745,-1756.79,1713.82
1.00137,-0.920806,-1.37659,11.0363,-1758.04,1714.26
1.0064,-0.918401,-1.37221,13.291,-1759.22,1714.73
1.0066,-0.915083,-1.37383,15.6305,-1760.5,1715.26
1.00862,-0.918831,-1.37169,18.0074,-1761.8,1715.67
1.01639,-0.913647,-1.36762,19.9585,-1763.1,1716.45
1.0168,-0.913385,-1.36841,22.1275,-1764.39,1717.01
1.01975,-0.914829,-1.3657,24.235,-1765.69,1717.45
1.00591,-0.914504,-1.3709,26.3702,-1767.04,1717.81
0.999789,-0.911242,-1.37073,28.3026,-1768.35,1718.29
1.00003,-0.912313,-1.3678,30.2363,-1769.59,1718.73
1.00013,-0.913626,-1.36734,32.0154,-1770.86,1719.15
0.999712,-0.912489,-1.36456,33.7932,-1772.05,1719.59
0.996937,-0.911312,-1.3643,35.4895,-1773.34,1720.04
1.00611,-0.911744,-1.35615,36.9912,-1774.53,1720.58
1.00933,-0.912369,-1.35223,38.6448,-1775.77,1721
1.00203,-0.909863,-1.35461,40.0709,-1777.13,1721.42
1.00287,-0.910422,-1.35177,41.5454,-1778.43,1721.78
0.99966,-0.908582,-1.35334,42.9627,-1779.8,1722.11
0.98776,-0.90912,-1.35784,44.2845,-1781.14,1722.27
0.984543,-0.908492,-1.35855,45.5523,-1782.46,1722.51
0.986065,-0.909556,-1.35656,46.7165,-1783.74,1722.73
0.984987,-0.909785,-1.35714,47.8559,-1785.09,1722.92
0.995724,-0.9096,-1.34984,48.7437,-1786.35,1723.2
0.998461,-0.908568,-1.34937,49.794,-1787.66,1723.35
0.993593,-0.903662,-1.35415,50.6089,-1789.08,1723.57
0.992409,-0.901789,-1.35805,51.4764,-1790.49,1723.75
0.979485,-0.898935,-1.37112,52.3791,-1792.02,1723.93
0.976578,-0.897525,-1.37695,53.0382,-1793.49,1724.18
0.989554,-0.901572,-1.37754,53.8046,-1794.97,1724.58
0.984021,-0.900869,-1.38821,54.4539,-1796.6,1724.93
0.985196,-0.900761,-1.39067,54.9776,-1798.07,1725.18
0.980178,-0.896221,-1.39905,55.5416,-1799.71,1725.49
0.971919,-0.891144,-1.40377,56.0833,-1801.25,1725.6
0.974355,-0.88496,-1.40143,56.5552,-1802.74,1725.79
0.978959,-0.876725,-1.39926,57.0818,-1804.29,1726.03
0.982911,-0.868367,-1.38996,57.4488,-1805.56,1726.05
0.989458,-0.861826,-1.38154,57.8539,-1806.87,1726.1
0.986157,-0.851135,-1.37932,58.2271,-1808.28,1726.16
0.989129,-0.844012,-1.37166,58.4898,-1809.51,1726.24
0.996332,-0.840209,-1.3609,58.634,-1810.61,1726.28
0.998827,-0.84552,-1.35508,59.0084,-1811.76,1726.21
0.998021,-0.843312,-1.35172,59.033,-1812.71,1726.25
0.987799,-0.847249,-1.35849,59.3225,-1813.73,1726.21
0.993536,-0.857169,-1.35354,59.4479,-1814.54,1726.15
0.99125,-0.865522,-1.35413,59.5721,-1815.28,1726.02
0.987669,-0.871871,-1.35619,59.6409,-1816.01,1725.89
0.984747,-0.877267,-1.35788,59.68,-1816.67,1725.71
0.98367,-0.880631,-1.35919,59.7219,-1817.32,1725.54
0.985488,-0.882211,-1.35962,59.7796,-1817.98,1725.38
1.00157,-0.884145,-1.34828,59.7699,-1818.46,1725.26
0.989114,-0.881332,-1.35506,59.8304,-1819.17,1724.94
0.990418,-0.880915,-1.35517,59.7497,-1819.86,1724.7
1.00129,-0.879948,-1.34578,59.533,-1820.41,1724.57
1.00225,-0.880588,-1.34405,59.4948,-1821.04,1724.37
0.990648,-0.879146,-1.34909,59.6112,-1821.76,1724.1
1.00356,-0.883187,-1.34223,59.3768,-1822.35,1724
1.00384,-0.885293,-1.34146,59.2927,-1823,1723.84
0.991407,-0.885838,-1.34903,59.3181,-1823.73,1723.63
0.985836,-0.887432,-1.35516,59.3635,-1824.44,1723.58
0.992357,-0.890951,-1.34944,59.2363,-1824.89,1723.48
0.990756,-0.892704,-1.35175,59.1299,-1825.46,1723.43
0.989597,-0.892339,-1.35125,58.9409,-1825.91,1723.28
0.990148,-0.893322,-1.35135,58.8589,-1826.31,1723.14
0.986881,-0.895523,-1.35817,58.9436,-1826.78,1723.02
0.985254,-0.896347,-1.35763,58.7852,-1827.1,1722.82
0.98558,-0.89732,-1.35762,58.6769,-1827.44,1722.68
0.982918,-0.899296,-1.35859,58.5457,-1827.82,1722.59
0.986802,-0.902194,-1.35406,58.3612,-1828.1,1722.51
0.984596,-0.904572,-1.35586,58.2837,-1828.46,1722.52
0.984172,-0.906664,-1.35701,58.2241,-1828.77,1722.52
0.983483,-0.908656,-1.35832,58.1424,-1829.03,1722.51
0.983536,-0.910293,-1.36037,58.1036,-1829.22,1722.53
0.982332,-0.911726,-1.36174,58.0171,-1829.37,1722.5
0.983833,-0.914322,-1.36207,57.9717,-1829.45,1722.44
0.980851,-0.915421,-1.36445,57.8737,-1829.54,1722.4
0.978835,-0.914373,-1.36607,57.6989,-1829.63,1722.42
0.977823,-0.917724,-1.36859,57.7113,-1829.64,1722.4
0.977153,-0.91871,-1.37,57.6416,-1829.67,1722.42
0.976295,-0.919432,-1.37197,57.5692,-1829.66,1722.43
0.985351,-0.921878,-1.36705,57.3882,-1829.58,1722.53
0.983768,-0.922985,-1.36866,57.3025,-1829.53,1722.55
0.982087,-0.924248,-1.37023,57.2381,-1829.47,1722.56
0.969646,-0.923906,-1.37876,57.2589,-1829.46,1722.49
0.968425,-0.923416,-1.37985,57.1327,-1829.37,1722.52
0.967111,-0.926717,-1.38196,57.1184,-1829.25,1722.51
0.964493,-0.925547,-1.3842,56.9476,-1829.12,1722.55
0.96337,-0.927723,-1.38495,56.8643,-1828.97,1722.52
0.962716,-0.928495,-1.38693,56.7978,-1828.83,1722.56
0.961378,-0.929572,-1.38877,56.7167,-1828.67,1722.62
0.960161,-0.929776,-1.39055,56.646,-1828.5,1722.67
0.959995,-0.930398,-1.39113,56.5444,-1828.3,1722.72
0.969994,-0.934027,-1.3853,56.3861,-1828,1722.79
0.968668,-0.932567,-1.3857,56.2359,-1827.78,1722.81
0.957703,-0.932068,-1.39249,56.2403,-1827.54,1722.7
0.966764,-0.933332,-1.38631,56.0091,-1827.22,1722.78
0.965914,-0.934295,-1.3869,55.9153,-1826.98,1722.79
0.964323,-0.934867,-1.38749,55.7977,-1826.73,1722.83
0.963457,-0.935609,-1.38806,55.7058,-1826.49,1722.89
0.953869,-0.937104,-1.39479,55.7752,-1826.23,1722.82
0.953041,-0.937753,-1.39509,55.6854,-1825.91,1722.85
0.951024,-0.93666,-1.39674,55.5317,-1825.58,1722.9
0.950913,-0.938252,-1.39775,55.45,-1825.23,1722.88
0.958338,-0.940506,-1.39175,55.2126,-1824.78,1722.89
0.957634,-0.942052,-1.39278,55.0991,-1824.36,1722.88
0.956125,-0.943672,-1.39437,54.967,-1823.97,1722.87
0.956298,-0.94584,-1.39519,54.8875,-1823.55,1722.87
0.953577,-0.946261,-1.39759,54.7292,-1823.14,1722.89
0.952216,-0.948163,-1.39938,54.6407,-1822.72,1722.91
0.95208,-0.949008,-1.40022,54.5456,-1822.33,1722.91
0.950242,-0.948825,-1.40163,54.4281,-1821.93,1722.96
0.949696,-0.948427,-1.40251,54.3333,-1821.51,1723
0.949676,-0.946968,-1.40463,54.2167,-1821.14,1723.12
0.948926,-0.945423,-1.40567,54.1007,-1820.75,1723.2
0.946609,-0.945932,-1.40821,54.0665,-1820.41,1723.24
0.938926,-0.9446,-1.41192,53.9884,-1820.01,1723.2
0.945577,-0.946741,-1.41075,53.8917,-1819.58,1723.36
0.947325,-0.945828,-1.40791,53.6598,-1819.08,1723.38
0.937281,-0.946358,-1.41569,53.6896,-1818.66,1723.33
0.945435,-0.948765,-1.41001,53.4709,-1818.09,1723.39
0.942969,-0.948373,-1.41132,53.2784,-1817.64,1723.45
0.94366,-0.950982,-1.41198,53.1813,-1817.12,1723.45
0.931731,-0.949265,-1.41961,53.0732,-1816.66,1723.36
0.938959,-0.952646,-1.4173,52.9111,-1816.14,1723.42
0.940068,-0.953888,-1.41493,52.693,-1815.59,1723.35
0.939638,-0.953992,-1.41552,52.4791,-1815.09,1723.33
0.939607,-0.954155,-1.41548,52.293,-1814.6,1723.32
0.939558,-0.954192,-1.41594,52.1131,-1814.14,1723.3
0.943624,-0.955535,-1.41446,51.9939,-1813.62,1723.25
0.938705,-0.95279,-1.41844,51.7135,-1813.15,1723.3
0.94325,-0.956032,-1.41573,51.5688,-1812.68,1723.22
0.941884,-0.955669,-1.41681,51.3466,-1812.21,1723.22
0.942518,-0.956114,-1.41669,51.1219,-1811.77,1723.23
0.943094,-0.95678,-1.41719,50.9078,-1811.35,1723.26
0.939791,-0.956262,-1.41916,50.6427,-1810.96,1723.27
0.941255,-0.957192,-1.41847,50.3931,-1810.52,1723.25
0.941154,-0.957297,-1.41863,50.1327,-1810.09,1723.26
0.930551,-0.955638,-1.42453,49.925,-1809.76,1723.23
0.937185,-0.956513,-1.42179,49.5958,-1809.35,1723.35
0.934907,-0.956302,-1.42077,49.1937,-1808.89,1723.31
0.934333,-0.956592,-1.42087,48.9016,-1808.49,1723.29
0.933424,-0.957112,-1.42172,48.5882,-1808.12,1723.27
0.937118,-0.958784,-1.42066,48.3512,-1807.68,1723.25
0.939398,-0.959912,-1.41986,48.0803,-1807.28,1723.21
0.938817,-0.960816,-1.42046,47.7562,-1806.92,1723.18
0.936766,-0.959965,-1.42155,47.3483,-1806.56,1723.13
0.93975,-0.961563,-1.42011,47.037,-1806.2,1723.08
0.935921,-0.958819,-1.42162,46.5745,-1805.91,1723.11
0.933097,-0.958015,-1.4252,46.1783,-1805.61,1723.13
0.933626,-0.9576,-1.4241,45.7489,-1805.32,1723.05
0.935342,-0.957671,-1.42373,45.3721,-1804.99,1723.03
0.934875,-0.957824,-1.42443,44.978,-1804.69,1723
0.935679,-0.957933,-1.42451,44.5849,-1804.42,1722.95
0.932217,-0.959003,-1.42729,44.1699,-1804.15,1722.95
0.931839,-0.95578,-1.42832,43.6443,-1803.91,1723.02
0.934663,-0.959899,-1.42737,43.2996,-1803.65,1722.93
0.935427,-0.958453,-1.42633,42.753,-1803.42,1722.92
0.940748,-0.95971,-1.42372,42.3502,-1803.12,1722.85
0.940987,-0.961473,-1.42396,41.8958,-1802.83,1722.77
0.936468,-0.95881,-1.42731,41.3032,-1802.59,1722.79
0.937382,-0.960547,-1.4251,40.8132,-1802.34,1722.73
0.934034,-0.95931,-1.42568,40.2007,-1802.07,1722.71
0.934536,-0.959958,-1.42419,39.6326,-1801.79,1722.62
0.941686,-0.962661,-1.41989,39.1653,-1801.47,1722.49
0.940966,-0.962169,-1.4214,38.5492,-1801.24,1722.47
0.939586,-0.963682,-1.42171,37.9942,-1800.98,1722.38
0.937093,-0.962758,-1.42092,37.2248,-1800.69,1722.34
0.939819,-0.962832,-1.41853,36.6333,-1800.44,1722.27
0.94045,-0.962496,-1.41773,35.9734,-1800.19,1722.19
0.936781,-0.961208,-1.42079,35.2368,-1800.05,1722.17
0.930269,-0.961123,-1.42343,34.5642,-1799.81,1721.95
0.93902,-0.962391,-1.41802,33.7377,-1799.52,1721.95
0.943269,-0.962567,-1.41684,32.9808,-1799.28,1721.89
0.93986,-0.963073,-1.41676,32.0674,-1799.08,1721.77
0.940659,-0.962928,-1.41654,31.2416,-1798.85,1721.74
0.940856,-0.962896,-1.41581,30.3755,-1798.57,1721.62
0.941837,-0.962002,-1.41448,29.3622,-1798.37,1721.56
0.945956,-0.962759,-1.41176,28.4481,-1798.11,1721.46
0.944547,-0.96183,-1.41293,27.4911,-1797.94,1721.4
0.943488,-0.962279,-1.41068,26.2611,-1797.77,1721.35
0.947236,-0.964837,-1.40806,25.172,-1797.58,1721.27
0.947197,-0.965658,-1.40762,23.9229,-1797.4,1721.17
0.948015,-0.96821,-1.40737,22.5975,-1797.26,1721.08
0.943294,-0.967119,-1.41182,21.1669,-1797.14,1721
0.944238,-0.96927,-1.41053,19.5626,-1796.9,1720.86
0.945881,-0.971979,-1.41251,18.0946,-1796.65,1720.75
0.939325,-0.971577,-1.41676,16.1982,-1796.45,1720.64
